Average Max,Average Mean,Average Min,Average Variability,Centroid_Latitude,Centroid_Longitude,Number_Destination_Zones_in_Region,Region_Name,Time,Weekday
553.6666666666666,265.0,133.33333333333334,0.6685559185559186,38.90510748,-77.03665252,3,R3,08:00PM-10:00PM,Wednesdays
544.3333333333334,255.33333333333334,126.33333333333333,0.6453886161434554,38.90510748,-77.03665252,3,R3,10:00PM-12:00AM,Wednesdays
601.0,233.33333333333334,96.0,0.48401513568657073,38.90510748,-77.03665252,3,R3,07:00AM-09:00AM,Wednesdays
567.0,195.0,67.0,0.39,38.90364609,-77.05208036,1,R4,12:00AM-02:00AM,Fridays
680.0,255.0,96.0,0.4366438356164384,38.90364609,-77.05208036,1,R4,04:00PM-06:00PM,Fridays
533.0,203.0,77.0,0.4451754385964912,38.90364609,-77.05208036,1,R4,06:00PM-08:00PM,Fridays
523.0,184.0,64.0,0.4008714596949891,38.90364609,-77.05208036,1,R4,08:00PM-10:00PM,Fridays
532.0,188.0,67.0,0.4043010752688172,38.90364609,-77.05208036,1,R4,10:00PM-12:00AM,Fridays
719.0,256.0,91.0,0.40764331210191085,38.90364609,-77.05208036,1,R4,07:00AM-09:00AM,Fridays
531.0,187.0,66.0,0.4021505376344086,38.90364609,-77.05208036,1,R4,12:00AM-02:00AM,Mondays
653.0,234.0,84.0,0.4112478031634446,38.90364609,-77.05208036,1,R4,04:00PM-06:00PM,Mondays
557.0,204.0,75.0,0.42323651452282157,38.90364609,-77.05208036,1,R4,06:00PM-08:00PM,Mondays
539.0,185.0,63.0,0.38865546218487396,38.90364609,-77.05208036,1,R4,08:00PM-10:00PM,Mondays
507.0,177.0,62.0,0.39775280898876403,38.90364609,-77.05208036,1,R4,10:00PM-12:00AM,Mondays
714.0,247.0,85.0,0.39268680445151033,38.90364609,-77.05208036,1,R4,07:00AM-09:00AM,Mondays
513.0,182.0,65.0,0.40625,38.90364609,-77.05208036,1,R4,12:00AM-02:00AM,Saturdays
569.0,199.0,69.0,0.398,38.90364609,-77.05208036,1,R4,04:00PM-06:00PM,Saturdays
538.0,188.0,65.0,0.3974630021141649,38.90364609,-77.05208036,1,R4,06:00PM-08:00PM,Saturdays
534.0,183.0,62.0,0.3877118644067797,38.90364609,-77.05208036,1,R4,08:00PM-10:00PM,Saturdays
550.0,193.0,68.0,0.4004149377593361,38.90364609,-77.05208036,1,R4,10:00PM-12:00AM,Saturdays
512.0,193.0,73.0,0.4396355353075171,38.90364609,-77.05208036,1,R4,07:00AM-09:00AM,Saturdays
550.0,197.0,70.0,0.41041666666666665,38.90364609,-77.05208036,1,R4,12:00AM-02:00AM,Sundays
594.0,201.0,68.0,0.3821292775665399,38.90364609,-77.05208036,1,R4,04:00PM-06:00PM,Sundays
515.0,180.0,63.0,0.39823008849557523,38.90364609,-77.05208036,1,R4,06:00PM-08:00PM,Sundays
533.0,182.0,62.0,0.386411889596603,38.90364609,-77.05208036,1,R4,08:00PM-10:00PM,Sundays
520.0,182.0,63.0,0.3982494529540481,38.90364609,-77.05208036,1,R4,10:00PM-12:00AM,Sundays
521.0,200.0,77.0,0.45045045045045046,38.90364609,-77.05208036,1,R4,07:00AM-09:00AM,Sundays
497.0,177.0,63.0,0.4078341013824885,38.90364609,-77.05208036,1,R4,12:00AM-02:00AM,Thursdays
791.0,295.0,110.0,0.4331864904552129,38.90364609,-77.05208036,1,R4,04:00PM-06:00PM,Thursdays
683.0,243.0,86.0,0.40703517587939697,38.90364609,-77.05208036,1,R4,06:00PM-08:00PM,Thursdays
527.0,188.0,67.0,0.40869565217391307,38.90364609,-77.05208036,1,R4,08:00PM-10:00PM,Thursdays
536.0,186.0,64.0,0.3940677966101695,38.90364609,-77.05208036,1,R4,10:00PM-12:00AM,Thursdays
727.0,262.0,94.0,0.41390205371248023,38.90364609,-77.05208036,1,R4,07:00AM-09:00AM,Thursdays
510.0,179.0,63.0,0.4004474272930649,38.90364609,-77.05208036,1,R4,12:00AM-02:00AM,Tuesdays
668.0,252.0,95.0,0.4397905759162304,38.90364609,-77.05208036,1,R4,04:00PM-06:00PM,Tuesdays
623.0,227.0,83.0,0.4203703703703704,38.90364609,-77.05208036,1,R4,06:00PM-08:00PM,Tuesdays
521.0,181.0,63.0,0.3951965065502183,38.90364609,-77.05208036,1,R4,08:00PM-10:00PM,Tuesdays
506.0,176.0,61.0,0.3955056179775281,38.90364609,-77.05208036,1,R4,10:00PM-12:00AM,Tuesdays
687.0,245.0,87.0,0.4083333333333333,38.90364609,-77.05208036,1,R4,07:00AM-09:00AM,Tuesdays
489.0,179.0,65.0,0.4221698113207547,38.90364609,-77.05208036,1,R4,12:00AM-02:00AM,Wednesdays
803.0,292.0,106.0,0.41893830703012913,38.90364609,-77.05208036,1,R4,04:00PM-06:00PM,Wednesdays
750.0,263.0,92.0,0.39969604863221886,38.90364609,-77.05208036,1,R4,06:00PM-08:00PM,Wednesdays
562.0,198.0,70.0,0.4024390243902439,38.90364609,-77.05208036,1,R4,08:00PM-10:00PM,Wednesdays
525.0,184.0,64.0,0.39913232104121477,38.90364609,-77.05208036,1,R4,10:00PM-12:00AM,Wednesdays
